ID,item_cnt_month
722,0.12380019
723,1.815816
724,0.16910604
725,0.48138642
726,0.5131992
727,0.6660222
728,0.12788218
729,1.0283654
730,0.16627327
731,0.1296503
732,0.8292625
733,0.12788218
734,0.6660222
735,0.22355469
736,0.37696993
737,0.63545406
738,0.48138642
739,0.26749578
740,0.22355469
741,0.12080275
742,0.12788218
743,0.37696993
744,0.5548584
745,0.48138642
746,0.32687598
747,0.4378149
748,0.5914177
749,0.12788218
750,0.3548081
751,0.1558214
752,0.31498313
753,0.13516012
754,1.651682
755,0.42981803
756,0.12788218
757,0.41535866
758,0.124492116
759,0.1467008
760,0.8113739
761,0.3155669
762,0.13791941
763,1.7162219
764,0.31498313
765,0.14460519
766,0.22355469
767,0.3398419
768,0.59332794
769,0.37886864
770,0.12788218
771,0.12788218
772,0.22355469
773,0.12788218
774,0.12788218
775,0.12788218
776,0.37696993
777,0.37696993
778,0.12788218
779,0.37696993
780,0.12788218
781,0.99011064
782,0.81662
783,0.37696993
784,0.12788218
785,0.99011064
786,2.160095
787,1.1122957
788,0.12788218
789,0.37696993
790,0.12788218
791,0.12788218
792,0.12788218
793,2.8865905
794,0.12788218
795,0.12788218
796,0.12788218
797,0.37696993
798,0.12788218
799,1.417908
800,0.37696993
801,0.17025416
802,0.12788218
803,0.12788218
804,0.17668793
805,0.12788218
806,0.12367332
807,0.23978323
808,0.4173664
809,0.12788218
810,0.37456802
811,0.40802854
812,0.37742305
813,0.14460519
814,0.1218624
815,0.41120762
816,0.23835608
817,0.12788218
818,0.12788218
819,0.15921046
820,0.23504114
821,0.11922871
822,0.4081113
823,0.12788218
824,0.24537411
825,0.38450283
826,0.16753775
827,0.12788218
828,0.12119448
829,0.18467607
830,0.99011064
831,0.21588993
832,0.13065308
833,0.4790241
834,0.99011064
835,0.18369935
836,0.12788218
837,0.7921587
838,0.51860875
839,0.13171864
840,0.12788218
841,0.21588993
842,0.13461575
843,0.12788218
844,0.32687598
845,0.12788218
846,0.12972896
847,0.37696993
848,0.14710175
849,0.14088671
850,0.17676464
851,0.12788218
852,0.4448086
853,0.12788218
854,0.32687598
855,0.7657423
856,0.37696993
857,1.0401046
858,0.12788218
859,0.78412986
860,0.14609165
861,0.12788218
862,0.22355469
863,0.37696993
864,0.3812697
865,0.53939456
866,0.3586615
867,0.12498508
868,0.9835838
869,0.167784
870,0.7500156
871,0.18775451
872,0.18255304
873,0.30334264
874,0.42770612
875,1.1606153
876,0.16182834
877,0.124492116
878,0.28413746
879,0.48138642
880,0.12756571
881,0.37696993
882,0.56311595
883,1.342683
884,0.6249714
885,0.8234143
886,0.23152734
887,0.34742612
888,0.23245507
889,0.13999516
890,0.35393983
891,0.449278
892,0.12366331
893,0.13705112
894,0.32687598
895,0.22355469
896,0.12788218
897,0.15933195
898,0.12731385
899,0.48138642
900,0.11666621
901,1.1537195
902,0.14460519
903,0.12788218
904,0.48494148
905,0.37110358
906,2.0506587
907,0.26541477
908,0.30668998
909,0.12788218
910,0.20328355
911,0.11450371
912,1.3231834
913,0.5277782
914,0.12788218
915,0.17678693
916,0.18504208
917,0.13291968
918,0.17491151
919,0.35203916
920,0.12788218
921,0.8730175
922,0.14460519
923,0.12498508
924,0.375396
925,0.2216335
926,0.33293006
927,0.15282652
928,0.36895466
929,0.34778363
930,0.12788218
931,0.12788218
932,0.41492128
933,0.32393795
934,0.12788218
935,0.22355469
936,0.37696993
937,0.85183454
938,0.15274526
939,0.17727187
940,0.16753775
941,0.28542808
942,0.12788218
943,0.44861782
944,0.12366331
945,0.12788218
946,0.21499802
947,0.13384415
948,0.37696993
949,0.12501486
950,0.22355469
951,0.12788218
952,0.12836397
953,0.12788218
954,0.23256849
955,0.37696993
956,0.09030409
957,0.12649217
958,0.5716855
959,0.12788218
960,0.12788218
961,0.1733992
962,0.36659002
963,0.16753775
964,0.16753775
965,0.12788218
966,0.2546479
967,0.12788218
968,0.13319555
969,0.14334188
970,0.12788218
971,0.117834814
972,0.11799372
973,0.38612276
974,0.13003615
975,0.12787072
976,0.36834863
977,1.0423189
978,0.27940875
979,0.98321885
980,0.36495596
981,0.32418483
982,0.55795544
983,0.1259449
984,0.12788218
985,0.47788835
986,0.21588993
987,0.47039992
988,0.129368
989,0.12788218
990,0.12788218
991,0.2936005
992,0.27114373
993,0.99011064
994,0.65526545
995,0.16234165
996,0.12788218
997,0.14427376
998,0.24512419
999,0.14614902
1000,0.8167911
1001,0.17638594
1002,0.6452042
1003,0.12788218
1004,0.22271581
1005,0.16441415
1006,0.12788218
1007,0.13634014
1008,0.6718371
1009,0.22182277
1010,0.22242935
1011,0.37742305
1012,0.49255836
1013,1.6384839
1014,0.12788218
1015,0.12788218
1016,0.12788218
1017,0.12788218
1018,0.11073764
1019,0.22355469
1020,0.12788218
1021,0.25473484
1022,0.11180702
1023,0.12489076
1024,0.448084
1025,0.13026717
1026,0.5210124
1027,0.22196694
1028,0.12788218
1029,0.14201541
1030,0.1422598
1031,0.37696993
1032,1.9524764
1033,0.12788218
1034,0.5698663
1035,0.22992489
1036,0.14083317
1037,1.2271918
1038,0.12788218
1039,0.12566376
1040,0.48052496
1041,0.12788218
1042,0.12788218
1043,0.1424301
1044,0.283537
1045,0.22355469
1046,0.54824543
1047,0.22355469
1048,0.22184789
1049,0.12788218
1050,0.12788218
1051,0.12788218
1052,0.12788218
1053,0.12788218
1054,0.12788218
1055,0.3293984
1056,0.39587295
1057,0.12788218
1058,0.12788218
1059,1.3152845
1060,0.17472348
1061,0.12788218
1062,0.13662145
1063,0.17661998
1064,0.2307226
1065,0.11550848
1066,0.28977123
1067,0.435391
1068,0.14878595
1069,0.37696993
1070,0.17112854
1071,0.1087302
1072,0.12788218
1073,0.22355469
1074,0.22355469
1075,0.22355469
1076,0.15663885
1077,0.12788218
1078,0.12788218
1079,0.21837583
1080,0.11960186
1081,0.12788218
1082,0.12283233
1083,0.11827778
1084,0.2106763
1085,0.12203584
1086,0.12788218
1087,0.15472093
1088,0.41492128
1089,0.50484264
1090,1.7162219
1091,0.12788218
1092,0.5445413
1093,0.013672501
1094,0.16753775
1095,0.18867938
1096,0.16753775
1097,0.13804632
1098,0.12788218
1099,0.11730489
1100,0.21334459
1101,0.22355469
1102,0.26519087
1103,0.9000907
1104,1.3779413
1105,0.14457658
1106,0.12788218
1107,0.699811
1108,0.11922871
1109,0.12788218
1110,0.16972974
1111,0.12788218
1112,0.22076082
1113,0.12788218
1114,0.3737206
1115,0.12406248
1116,0.16753775
1117,0.12788218
1118,0.1345534
1119,0.15581135
1120,0.37068304
1121,0.1462594
1122,0.15500681
1123,0.12788218
1124,0.12972896
1125,0.18347327
1126,0.4467836
1127,0.13380647
1128,0.16112883
1129,0.3706658
1130,0.241223
1131,0.12788218
1132,0.14041884
1133,0.14267263
1134,0.24116534
1135,0.117385805
1136,0.19469598
1137,1.0489242
1138,0.2765952
1139,0.1356294
1140,0.1432068
1141,0.119123966
1142,0.12348738
1143,0.13461575
1144,0.11718036
1145,0.49230427
1146,0.11150122
1147,0.12788218
1148,0.12788218
1149,0.21408507
1150,0.12972896
1151,0.27139896
1152,0.12788218
1153,0.36104512
1154,0.66623396
1155,0.37696993
1156,0.16488259
1157,1.8653334
1158,1.3766648
1159,0.114400856
1160,0.18756606
1161,0.4394899
1162,0.21952645
1163,0.12788218
1164,0.12698834
1165,0.12788218
1166,0.12788218
1167,0.12788218
1168,0.12788218
1169,0.12788218
1170,0.37696993
1171,0.12788218
1172,0.12788218
1173,0.1257972
1174,0.12788218
1175,0.12788218
1176,0.12788218
1177,0.12769033
1178,0.22331384
1179,0.13943549
1180,0.48956305
1181,0.11676918
1182,0.16753775
1183,0.12788218
1184,0.13344958
1185,0.13093293
1186,0.12788218
1187,0.12788218
1188,0.122794874
1189,0.99011064
1190,0.13912421
1191,0.12251201
1192,0.12788218
1193,1.0430398
1194,0.14356618
1195,0.23061706
1196,0.12972896
1197,0.13310277
1198,0.12788218
1199,0.30836993
1200,0.15388605
1201,0.12788218
1202,0.108896695
1203,0.4834183
1204,0.12788218
1205,0.7320289
1206,0.13026717
1207,0.12788218
1208,0.12990692
1209,0.09438288
1210,0.21737272
1211,0.130293
1212,1.9900929
1213,0.6119938
1214,0.4357794
1215,0.1765066
1216,0.5304724
1217,0.3792876
1218,0.17714348
1219,0.12688941
1220,0.12788218
1221,0.12788218
1222,0.12070039
1223,0.12283233
1224,0.23810217
1225,0.12788218
1226,0.17018037
1227,0.12788218
1228,0.2765352
1229,0.2425096
1230,0.12788218
1231,0.47754085
1232,0.22386084
1233,0.20311713
1234,0.13026717
1235,0.31498313
1236,0.26866674
1237,0.41750282
1238,0.12788218
1239,0.99011064
1240,0.12756628
1241,0.39413542
1242,0.2310895
1243,0.37696993
1244,0.16753775
1245,0.13461575
1246,0.79160345
1247,0.23652501
1248,0.36335918
1249,0.12275469
1250,0.23284726
1251,0.12788218
1252,0.11270015
1253,0.37696993
1254,0.70209897
1255,0.04652591
1256,0.38209194
1257,0.12688941
1258,0.12788218
1259,0.12788218
1260,0.12788218
1261,0.1956719
1262,0.12788218
1263,0.13581702
1264,1.3950695
1265,0.24244156
1266,0.1751959
1267,0.5409441
1268,0.11195354
1269,0.13794339
1270,0.4940709
1271,0.21499802
1272,0.123611376
1273,0.21509755
1274,0.12788218
1275,0.12723418
1276,0.38783324
1277,0.12788218
1278,0.12788218
1279,0.6660222
1280,0.12252629
1281,0.18468402
1282,0.124617636
1283,0.21888576
1284,0.9777031
1285,0.20445149
1286,0.12938374
1287,0.5845902
1288,0.12556323
1289,0.41750282
1290,0.17638594
1291,1.3814131
1292,0.22797439
1293,0.2254476
1294,0.6173011
1295,0.28693858
1296,0.20024107
1297,0.37696993
1298,0.69703305
1299,0.27662882
1300,0.27662882
1301,0.22364587
1302,0.17129214
1303,0.12788218
1304,0.9000907
1305,0.37696993
1306,0.123196274
1307,0.08297582
1308,0.37696993
1309,0.12788218
1310,0.12788218
1311,0.21081458
1312,0.7958201
1313,0.2312608
1314,0.3665507
1315,0.12788218
1316,0.48232585
1317,0.21717942
1318,0.8808063
1319,0.13109277
1320,0.22355469
1321,0.16753775
1322,0.12788218
1323,0.3167894
1324,0.1394947
1325,0.6263935
1326,0.12788218
1327,0.12788218
1328,0.13939977
1329,0.12688941
1330,0.12788218
1331,0.13253276
1332,0.12788218
1333,1.917219
1334,0.11448155
1335,0.12399179
1336,0.12788218
1337,0.41902125
1338,0.21588993
1339,0.22508377
1340,0.12788218
1341,0.12788218
1342,0.39324665
1343,0.12649217
1344,0.12788218
1345,0.12836397
1346,0.12788218
1347,0.18775451
1348,0.14460519
1349,0.6559513
1350,0.12788218
1351,0.22355469
1352,0.12788218
1353,0.18775451
1354,0.16020909
1355,0.37696993
1356,0.22355469
1357,0.2270463
1358,0.12977618
1359,0.7059753
1360,0.6660222
1361,0.37696993
1362,0.140051
1363,0.17274164
1364,0.26085243
1365,0.4181316
1366,0.13150701
1367,0.19877157
1368,0.25363743
1369,0.12788218
1370,0.12788218
1371,0.12788218
1372,0.12251201
1373,0.37696993
1374,0.12788218
1375,0.37696993
1376,0.3746841
1377,0.12788218
1378,0.17448461
1379,0.22355469
1380,0.22026575
1381,0.12576485
1382,0.2205263
1383,0.32184142
1384,0.13908198
1385,0.37696993
1386,0.20442744
1387,0.14698437
1388,0.120047264
1389,0.12788218
1390,0.13715354
1391,0.1431919
1392,0.17033178
1393,0.12788218
1394,0.12788218
1395,0.36259407
1396,0.12788218
1397,0.27275974
1398,0.23154354
1399,0.1376316
1400,0.12788218
1401,0.12788218
1402,0.16753775
1403,0.5302408
1404,0.12788218
1405,0.12788218
1406,0.12789166
1407,0.12788218
1408,0.12623607
1409,0.12788218
1410,0.22355469
1411,0.14925224
1412,0.13038361
1413,0.16753775
1414,0.12251201
1415,0.121885344
1416,0.220857
1417,0.29476482
1418,0.14324231
1419,0.22960193
1420,0.12788218
1421,0.35586244
1422,0.13466248
1423,0.1397526
1424,0.12913916
1425,0.12498508
1426,0.12788218
1427,0.13461575
1428,0.12523341
1429,0.16356593
1430,0.12788218
1431,0.17324255
1432,0.12788218
1433,0.13590518
1434,0.12788218
1435,0.11945349
1436,0.12788218
1437,0.12788218
1438,0.12788218
1439,0.12788218
1440,0.12788218
1441,0.12788218
1442,0.17347422
1443,0.3524313
1444,0.12788218
1445,0.12756091
1446,0.12788218
1447,0.12788218
1448,0.12788218
1449,0.22355469
1450,0.12788218
1451,0.113026984
1452,0.21914157
1453,0.16753775
1454,0.12788218
1455,0.12788218
1456,0.15468194
1457,0.12788218
1458,0.36815038
1459,0.6660222
1460,0.15945888
1461,0.14937831
1462,0.43191773
1463,0.12788218
1464,0.1497519
1465,0.17109331
1466,0.38836217
1467,0.12788218
1468,0.22355469
1469,0.19438985
1470,0.17088501
1471,0.1740427
1472,0.2831618
1473,0.22355469
1474,0.44717526
1475,0.38441485
1476,0.16753775
1477,0.419448
1478,0.12246148
1479,0.37696993
1480,0.17324567
1481,0.14380935
1482,0.48138642
1483,0.12788218
1484,0.1165185
1485,0.1345794
1486,0.18366364
1487,0.12331471
1488,0.11365455
1489,0.33472872
1490,0.11775708
1491,0.25009495
1492,0.17965539
1493,0.12788218
1494,0.37696993
1495,0.12246148
1496,0.12323688
1497,2.5330265
1498,0.36435664
1499,0.12498508
1500,0.12251201
1501,0.12898438
1502,0.37696993
1503,0.12788218
1504,0.14500198
1505,0.12788218
1506,0.22650482
1507,0.12788218
1508,0.16039939
1509,0.21187283
1510,0.13121837
1511,0.14771415
1512,0.12788218
1513,0.12788218
1514,0.37696993
1515,0.12788218
1516,0.12788218
1517,0.11620353
1518,0.22814745
1519,0.13441893
1520,0.12788218
1521,0.37696993
1522,0.35116348
1523,0.11762841
1524,0.38836217
1525,0.12788218
1526,0.13640355
1527,0.16753775
1528,0.13448378
1529,0.12606695
1530,0.15882002
1531,0.37696993
1532,0.38251072
1533,0.12788218
1534,0.12788218
1535,0.12788218
1536,0.4562915
1537,0.12788218
1538,0.37696993
1539,0.37778252
1540,0.12788218
1541,0.12788218
1542,0.12788218
1543,0.11282025
1544,0.12972896
1545,0.12788218
1546,0.12788218
1547,0.1353231
1548,0.2039863
1549,0.11224661
1550,0.12788218
1551,0.37696993
1552,0.12788218
1553,0.12836397
1554,0.12788218
1555,0.25544783
1556,0.22355469
1557,0.12788218
1558,0.37696993
1559,0.15071449
1560,0.16753775
1561,0.22355469
1562,0.12788218
1563,0.22355469
1564,0.12788218
1565,0.12788218
1566,0.20024107
1567,0.13082618
1568,0.12788218
1569,0.12788218
1570,0.12788218
1571,0.12788218
1572,0.12788218
1573,0.12788218
1574,0.4073668
1575,0.12788218
1576,0.12788218
1577,0.12788218
1578,0.10987763
1579,0.12788218
1580,0.12788218
1581,0.12788218
1582,0.51175165
1583,0.19794662
1584,0.25151467
1585,0.12788218
1586,0.12788218
1587,0.22355469
1588,0.12788218
1589,0.11927515
1590,0.117385805
1591,0.12788218
1592,0.12788218
1593,0.12246148
1594,0.12788218
1595,0.12788218
1596,0.12788218
1597,0.12788218
1598,0.12788218
1599,0.12788218
1600,0.12788218
1601,0.12788218
1602,0.14460519
1603,0.12788218
1604,0.12788218
1605,0.123611376
1606,0.12788218
1607,0.12788218
1608,0.37696993
1609,0.37696993
1610,0.12788218
1611,0.12788218
1612,0.12788218
1613,0.34459358
1614,0.12788218
1615,0.4378149
1616,0.12788218
1617,0.12788218
1618,0.4822049
1619,0.12788218
1620,0.13082536
1621,0.4603421
1622,0.12788218
1623,0.12788218
1624,0.12788218
1625,0.12788218
1626,0.12788218
1627,0.6746048
1628,0.12498508
1629,0.12788218
1630,0.12788218
1631,0.12788218
1632,0.12788218
1633,0.12788218
1634,0.12788218
1635,0.12788218
1636,0.12788218
1637,0.12788218
1638,0.1669055
1639,0.12788218
1640,0.1306361
1641,0.12788218
1642,0.12788218
1643,0.122922
1644,0.23505425
1645,0.12788218
1646,0.16753775
1647,0.55825454
1648,0.12788218
1649,0.12788218
1650,0.12788218
1651,0.13404933
1652,0.12788218
1653,0.48138642
1654,0.6660222
1655,0.22960193
1656,0.42650133
1657,0.24085197
1658,0.12788218
1659,0.46022552
1660,0.12788218
1661,0.13508345
1662,0.12788218
1663,0.12788218
1664,0.8096037
1665,0.12788218
1666,0.1306361
1667,0.12788218
1668,0.22355469
1669,0.11576625
1670,0.14315638
